Bin,Article Name,Number of Images,Number of Sections,Number of Sentences,Number of Words,Number of References
Regular,Secure_units_for_children,1,0,10,197,0
Regular,Horizontes_Experimental_Forest,1,0,1,40,0
Regular,Sinnington_railway_station,2,4,4,117,1
Regular,Radio_Club_Argentino,4,0,6,109,2
Regular,Hileithia_apygalis,1,0,6,90,2
Regular,Coimim_River,0,0,1,12,0
Regular,What_is_Living_and_What_is_Dead_in_Indian_Philosophy,0,0,13,284,5
Regular,Secure_units_for_children,1,0,10,197,0
Regular,Lahloo_(clipper),3,9,11,258,6
Regular,Twed_Towers,1,6,6,104,2
Regular,Kerry_Getz,0,6,7,189,6
Regular,Gitarijada,3,5,7,125,13
Regular,HNRPH1,6,0,10,137,2
Regular,Zarik,1,0,3,31,0
Regular,Spacefaring,3,7,28,835,10
Regular,Congressional_Accountability_Act_of_1995,0,0,8,153,3
Regular,Sch%C3%B6ma,2,0,1,17,0
Regular,Netherlands_at_the_2015_Summer_Universiade,2,0,1,11,0
Regular,Michael_Howlett,3,8,25,757,4
Regular,Twed_Towers,1,6,6,104,2
Regular,Seely_(band),0,4,15,345,8
Regular,Cooley,1,0,1,4,0
Regular,Haldor_Tops%C3%B8e,1,0,1,5,0
Regular,Callippides,1,4,8,229,6
Regular,Champion_(role_variant),1,5,22,516,3
Regular,Michael_Fracasso,2,0,5,99,1
Regular,Eurasian_Natural_Resources_Corporation,2,8,69,2045,38
Regular,Phil_Rogers,3,0,5,84,2
Regular,Maria_Pia_Garavaglia,2,0,4,68,2
Regular,Cynuria,2,4,17,649,13
Regular,"Chine-USA,_la_guerre_programm%C3%A9e",2,0,9,465,0
Regular,"Mithun,_Inc",1,5,5,133,14
Regular,Agyneta_arietans,0,0,3,22,1
Regular,"Columbus-Auburn-Opelika,_GA-AL_CSA",33,8,7,194,4
Regular,Horizontes_Experimental_Forest,1,0,1,40,0
Regular,Munson%27s_sign,1,0,4,62,3
Regular,Eastport_Historic_District,3,0,15,308,2
Regular,Khotochchu,3,0,3,66,4
Regular,Michael_Fracasso,2,0,5,99,1
Regular,Cooper_Glacier,1,0,3,103,1
Regular,2007_Players%27_Championship,0,3,3,31,0
Regular,"Harrison_Township,_Muskingum_County,_Ohio",1,5,8,173,6
Regular,Joe_Lichaa,0,0,3,32,1
Regular,Triangle_Music_Publishing_Co.,0,0,7,130,2
Regular,1995_Australian_Grand_Prix,1,4,44,1134,11
Regular,Patsy_Walker,5,7,80,1964,18
Regular,Triangle_Music_Publishing_Co.,0,0,7,130,2
Regular,Paralopostega_maculata,0,0,6,82,0
Regular,Ogary,3,0,3,73,1
Regular,1997_Southern_Conference_Baseball_Tournament,0,4,8,121,4
Regular,Black_Island_(Wilhelm_Archipelago),1,0,3,75,1
Regular,1940_Wofford_Terriers_football_team,2,0,1,15,0
Regular,XSLT_elements,1,6,4,85,3
Regular,James_Ellsworth_Noland,3,0,18,301,0
Regular,Arbitrary_waveform_generator,3,0,16,508,0
Regular,Paraplatyptilia_albiciliatus,1,0,10,147,2
Regular,Giulio_Chazalettes,0,0,14,252,3
Regular,Charles_Hoyt,1,0,1,5,0
Regular,The_Equinox,1,6,8,163,0
Regular,Association_of_V%C3%B4ge_Valley_communes,1,0,1,83,0
Regular,Who%27s_That_Knocking_at_My_Door,2,8,30,781,9
Regular,Benadryl,2,0,8,115,3
Regular,Jim_Steranko,5,7,157,4055,62
Regular,Vinegar_Hill_(novel),2,0,6,97,0
Regular,Thamirabarani_River,5,6,43,1065,11
Regular,The_Story_So_Far_(Spunge_album),3,0,5,99,0
Regular,Aisby,1,0,1,4,0
Regular,Baila_morena_(Zucchero_and_Man%C3%A1_song),1,4,6,225,20
Regular,Tempe_Open,3,0,3,51,0
Regular,Robert_Alexander_Walker,1,0,14,243,3
Regular,Eurasian_Natural_Resources_Corporation,2,8,69,2045,38
Regular,Aguinaldo_Roberto_Gallon,0,0,5,66,3
Regular,"Oak_Hill,_Ohio",4,7,30,741,11
Regular,Selkup_people,4,5,5,188,1
Regular,Coimim_River,0,0,1,12,0
Regular,List_of_French_prime_ministers_who_were_born_in_Paris,0,0,1,16,0
Regular,Cooper_Glacier,1,0,3,103,1
Regular,Arbitrary_waveform_generator,3,0,16,508,0
Regular,Vetapalem_railway_station,1,2,4,53,5
Regular,Ryan_Kane,0,4,6,150,3
Regular,The_Space_on_the_Wall,1,4,11,298,4
Regular,ECA_stack,1,5,23,685,11
Regular,LastPass,2,7,37,880,31
Regular,Russian_Professional_Basketball_League,2,8,8,286,8
Regular,Michael_Howlett,3,8,25,757,4
Regular,Space_Ark,1,6,10,298,0
Regular,Masquers_Club,1,0,5,69,2
Regular,Schneider-Creusot,2,5,4,98,1
Regular,Words_for_Battle,1,7,19,594,3
Regular,Franciscus_Accursius,3,0,6,112,0
Regular,Koolhoven_F.K.53,0,0,5,78,0
Regular,Let%27s_Encrypt,2,7,52,1233,41
Regular,"Gar_Kandi,_Sistan_and_Baluchestan",2,0,3,47,2
Regular,HMCS_Hawkesbury_(K415),1,6,33,629,11
Regular,Edward_Sneyd_Clay,4,6,59,1464,15
Regular,Nevus_sebaceous,2,0,7,133,6
Regular,Highland_Railway_Drummond_0-6-0_Class,1,6,12,199,0
Regular,Bruce_Nash,0,0,5,119,2
Regular,1997_Southern_Conference_Baseball_Tournament,0,4,8,121,4
Regular,Little_Johnny_Sheep-Dung,0,0,33,671,3
Regular,"Dover_High_School_(Dover,_Ohio)",2,4,6,152,4
Regular,El_disco_de_oro_de_Flor_Silvestre,0,2,1,28,0
Regular,Gordon_J._Lithgow,0,0,26,611,12
Regular,"Qamber,_Swat",3,0,2,67,1
Regular,Selkup_people,4,5,5,188,1
Regular,Cirrhimuraena_oliveri,1,0,4,40,3
Regular,Vinegar_Hill_(novel),2,0,6,97,0
Regular,James_Ellsworth_Noland,3,0,18,301,0
Regular,159th_Liaison_Squadron,10,3,118,2503,4
Regular,Aguinaldo_Roberto_Gallon,0,0,5,66,3
Regular,DeRon_Jenkins,0,2,8,211,0
Regular,Bulgarian_National_Badminton_Championships,1,0,3,33,0
Regular,Danny_Jackman,0,3,17,484,6
Regular,Kris_Joseph,2,9,54,1200,39
Regular,Pilosocereus_aureispinus,1,0,4,31,0
Regular,Haldor_Tops%C3%B8e,1,0,1,5,0
Regular,Shenyang_Riverside,1,0,6,58,0
Regular,Igor_Runov,3,0,5,81,1
Regular,Who%27s_That_Knocking_at_My_Door,2,8,30,781,9
Regular,"Columbus-Auburn-Opelika,_GA-AL_CSA",33,8,7,194,4
Regular,Sinnington_railway_station,2,4,4,117,1
Regular,Daniel_Taub,1,6,38,988,38
Regular,Ligue_de_Hockey_Junior_de_Montr%C3%A9al,2,0,2,38,0
Regular,Let%27s_Encrypt,2,7,52,1233,41
Regular,Paddy_Deagan,0,0,2,24,1
Regular,Tempe_Open,3,0,3,51,0
Regular,Weber%27s_dwarf_squirrel,1,0,3,30,1
Regular,Clitoral_hood_reduction,2,5,15,602,12
Regular,Kris_Joseph,2,9,54,1200,39
Regular,Alfred_Petersson,1,0,11,435,0
Regular,Viral_Bioinformatics_Resource_Center,0,8,15,371,16
Regular,Michael_Howlett,3,8,25,757,4
Regular,Origanum_syriacum,2,0,22,283,9
Regular,Congressional_Accountability_Act_of_1995,0,0,8,153,3
Regular,Zahirovi%C4%87,0,0,2,11,0
Regular,French_ship_Argonaute_(1798),2,0,5,75,2
Regular,Tetragonoderus_aegypticus,1,0,3,20,1
Regular,Dorothy_Fadiman,0,5,3,68,4
Regular,Coal_Miner%27s_Daughter:_A_Tribute_to_Loretta_Lynn,1,4,18,548,14
Regular,"Serri%C3%A8res,_Sa%C3%B4ne-et-Loire",5,0,1,36,0
Regular,Neocompsa_aspasia,0,0,3,19,1
Regular,Let%27s_Encrypt,2,7,52,1233,41
Regular,Barisciano,2,0,2,35,1
Regular,Thailand_men%27s_national_ice_hockey_team,5,4,3,111,1
Regular,The_Second_Round,1,0,3,41,1
Regular,Education_(Administrative_Provisions)_Act_1907,2,0,3,40,0
Regular,Georges_Lampin,1,3,2,24,1
Regular,Miras_(TV_channel),0,0,3,61,1
Regular,Felimida,4,0,3,64,2
Regular,ECA_stack,1,5,23,685,11
Regular,"Kara%C3%B6ren,_Aksaray",1,0,2,14,1
Regular,A._W.,2,0,7,90,0
Regular,Igor_Runov,3,0,5,81,1
Regular,"Elizabeth_Woodville,_Countess_Rivers",1,0,10,182,2
Regular,Jack_Bell,4,0,4,119,4
Regular,Lutheran_High_School_East,2,0,2,65,4
Regular,Grevillea_pachylostyla,2,0,14,205,4
Regular,Pat_Trethowan,0,0,2,24,1
Regular,"As_Above,_So_Below_(album)",1,0,3,40,2
Regular,Armoured_Brigade_(Finland),2,4,11,224,8
Regular,Munson%27s_sign,1,0,4,62,3
Regular,National_Sheep_Identification_System,1,0,5,117,1
Regular,Epitonic,1,5,22,524,9
Regular,Bulgarian_National_Badminton_Championships,1,0,3,33,0
Regular,Himalayan_subtropical_pine_forests,1,6,11,415,2
Regular,Weasand,1,0,1,4,0
Regular,Nevus_sebaceous,2,0,7,133,6
Regular,Thomas_Turner_(metallurgist),1,0,15,291,4
Regular,Broadcasting...,2,0,6,97,0
Regular,Georges_Lampin,1,3,2,24,1
Regular,Pilosocereus_aureispinus,1,0,4,31,0
Regular,Psachou,0,0,3,44,0
Regular,Felimida,4,0,3,64,2
Regular,Miras_(TV_channel),0,0,3,61,1
Regular,Lauren_Liebenberg,0,0,19,444,19
Regular,Blepharomastix_carillalis,0,0,4,23,1
Regular,Kru%C5%A1eva_Glava,1,0,3,32,1
Regular,Khotochchu,3,0,3,66,4
Regular,Ambalangoda_Urban_Council,0,0,4,70,3
Regular,Ogary,3,0,3,73,1
Regular,Sulawesi_leaf_warbler,2,0,2,25,1
Regular,Selkup_people,4,5,5,188,1
Regular,Monterey_Jack_(disambiguation),1,0,1,12,0
Regular,Georgia_v._Smith,1,7,53,1393,18
Regular,Brunei_at_the_2002_Asian_Games,1,0,3,38,1
Regular,Khotochchu,3,0,3,66,4
Regular,Triangle_Music_Publishing_Co.,0,0,7,130,2
Regular,Coffee_production_in_Puerto_Rico,4,4,23,467,5
Regular,In_re_Application_of_the_United_States_for_Historical_Cell_Site_Data,1,6,64,1867,10
Regular,Pfaudler,2,0,4,201,0
Regular,Broadcasting...,2,0,6,97,0
Regular,Shenyang_Riverside,1,0,6,58,0
Regular,Face_of_a_Fighter,2,0,2,31,0
Regular,Paraplatyptilia_albiciliatus,1,0,10,147,2
Regular,"As_Above,_So_Below_(album)",1,0,3,40,2
Regular,Vrela_Ribni%C4%8Dka,2,5,33,683,2
Regular,Education_(Administrative_Provisions)_Act_1907,2,0,3,40,0
Regular,X-Men:_The_Ravages_of_Apocalypse,3,4,7,213,4
Regular,Yamantaka_Eye,1,5,22,529,0
Regular,1938_Sun_Bowl,0,4,13,278,1
Regular,Heming_Olaussen,2,0,3,53,1
Regular,William_Gholston,0,6,22,559,5
Regular,Amber_Cascades,1,0,5,66,5
Regular,Jes%C3%BAs_%C3%81lvarez_Amaya,0,4,38,783,6
Regular,Weasand,1,0,1,4,0
Regular,"Fran%C3%A7ois,_Deux-S%C3%A8vres",4,0,1,37,0
Regular,Words_for_Battle,1,7,19,594,3
Regular,Sweet_Talker_(film),2,0,8,135,3
Regular,List_of_Nostalgia_Critic_episodes_(2016),0,0,29,1251,2
Regular,"Singaporean_general_election,_1976",3,4,9,214,3
Regular,Technical_University_of_Kenya,1,6,22,505,0
Regular,Interlok,1,0,21,589,10
Regular,List_of_Nostalgia_Critic_episodes_(2016),0,0,29,1251,2
Regular,LastPass,2,7,37,880,31
Regular,Everhardus_Jacobus_Ari%C3%ABns,0,6,26,542,5
Regular,List_of_civil_rights_leaders,9,0,3,131,0
Regular,Sylvie_Tellier,2,0,8,201,3
Regular,Who%27s_That_Knocking_at_My_Door,2,8,30,781,9
Regular,Masquers_Club,1,0,5,69,2
Regular,Vetapalem_railway_station,1,2,4,53,5
Regular,Ambalangoda_Urban_Council,0,0,4,70,3
Regular,Hollywood_Records_discography,1,6,1,24,2
Regular,Allan_A._Lamport,2,4,38,811,8
Regular,Arizona_State_Route_98,4,5,10,233,7
Regular,Hayes_MacArthur,0,6,16,348,6
Regular,Felimida,4,0,3,64,2
Regular,Qusheh_Khani,2,0,3,48,2
Regular,Talwandi_Musa_Khan,0,0,2,111,0
Regular,411th_Support_Brigade_(United_States),2,0,1,13,0
Regular,Bouyei_language,0,5,29,936,7
Regular,Paralopostega_maculata,0,0,6,82,0
Regular,Bakuriani_K-115,5,0,4,40,1
Regular,"Dover_High_School_(Dover,_Ohio)",2,4,6,152,4
Regular,Cabauw,4,0,7,120,2
Regular,Xorn,2,6,80,2809,40
Regular,PearC,2,0,8,250,2
Regular,"G%C5%82uch%C3%B3w,_%C5%9Awi%C4%99tokrzyskie_Voivodeship",2,0,3,51,1
Regular,"Sawer,_India",2,0,4,75,1
Regular,Johann_Philipp_Achilles_Leisler,4,0,5,91,5
Regular,Mareeba_rock-wallaby,2,0,3,75,3
Regular,Ryan_Kane,0,4,6,150,3
Regular,Powerlifting_at_the_2015_Pacific_Games,0,2,5,100,22
Regular,List_of_French_prime_ministers_who_were_born_in_Paris,0,0,1,16,0
Regular,Thraxas,0,7,26,704,21
Regular,Desmanthodium,0,0,2,14,3
Regular,Kris_Joseph,2,9,54,1200,39
Regular,Trzechel,3,0,3,75,1
Regular,Bruce_Nash,0,0,5,119,2
Regular,Paralopostega_maculata,0,0,6,82,0
Regular,Fishia_dispar,2,0,2,19,0
Regular,List_of_Damages_characters,1,4,3,72,0
Regular,Robert_Alexander_Walker,1,0,14,243,3
Regular,Aguinaldo_Roberto_Gallon,0,0,5,66,3
Regular,Alfred_Petersson,1,0,11,435,0
Regular,What_is_Living_and_What_is_Dead_in_Indian_Philosophy,0,0,13,284,5
Regular,Petronius_(oil_platform),1,0,10,282,0
Regular,Pontrhydfendigaid,4,4,9,325,4
Regular,Russian_Professional_Basketball_League,2,8,8,286,8
Regular,Wander_(video_game),0,0,4,63,2
Regular,Abhinash_Bhattacharya,2,0,6,236,0
Regular,The_Story_So_Far_(Spunge_album),3,0,5,99,0
Regular,S%C3%A1mara,2,5,8,300,2
Regular,Zahirovi%C4%87,0,0,2,11,0
Regular,Kapustowo,3,0,3,65,1
Regular,186th_Airlift_Squadron,14,3,53,1227,3
Regular,Urensky_District,4,0,8,88,8
Regular,Sir_Walter,0,4,18,512,5
Regular,Thomas_Turner_(metallurgist),1,0,15,291,4
Regular,Khotochchu,3,0,3,66,4
Regular,Congressional_Accountability_Act_of_1995,0,0,8,153,3
Regular,Lupillo_Rivera,1,7,29,613,16
Regular,Downey_Unified_School_District,2,6,24,480,7
Regular,Jim_Clench,0,5,16,336,13
Regular,Cooper_Glacier,1,0,3,103,1
Regular,Patsy_Walker,5,7,80,1964,18
Regular,Doubravka,0,5,2,25,0
Regular,Leabhar_Clainne_Suibhne,1,0,4,57,0
Regular,Gnathang_Monastery,3,0,2,18,0
Regular,Serran%C3%ADa_de_las_Minas,2,0,6,105,2
Regular,Bellas_de_noche,0,5,14,326,2
Regular,Cabauw,4,0,7,120,2
Regular,"Serri%C3%A8res,_Sa%C3%B4ne-et-Loire",5,0,1,36,0
Regular,Bruce_Nash,0,0,5,119,2
Regular,Waldorf_Music_Hall_Records,1,5,22,641,7
Regular,Umhlangana_kaSenzangakhona,3,0,4,49,0
Regular,Capurso_railway_station,3,0,3,52,1
Regular,Thamirabarani_River,5,6,43,1065,11
Regular,Duke_of_Portland_(1790),1,0,5,58,1
Regular,WHGS_(AM),2,0,4,32,1
Regular,Lakehurst_Hangar_No._1,7,4,32,601,12
Regular,Gnathang_Monastery,3,0,2,18,0
Regular,"Minato_mayoral_election,_2008",0,0,3,42,0
Regular,Den_of_Thieves_(accessory),2,4,20,530,1
Regular,Doubravka,0,5,2,25,0
Regular,Sterol-4alpha-carboxylate_3-dehydrogenase_(decarboxylating),1,0,4,95,0
Regular,Words_for_Battle,1,7,19,594,3
Regular,Coffee_production_in_Puerto_Rico,4,4,23,467,5
Regular,Alex_Ibru,0,0,28,587,14
Regular,1971_Washington_Senators_season,0,6,19,556,11
Regular,List_of_UK_top_10_singles_in_2015,0,5,7,205,1
Regular,Thraxas,0,7,26,704,21
Regular,Bruce_Nash,0,0,5,119,2
Regular,Blepharomastix_carillalis,0,0,4,23,1
Regular,Lauren_Liebenberg,0,0,19,444,19
Regular,Bulgarian_National_Badminton_Championships,1,0,3,33,0
Regular,Himalayan_subtropical_pine_forests,1,6,11,415,2
Regular,Eastport_Historic_District,3,0,15,308,2
Regular,Fritze_Carstensen,4,0,3,58,1
Regular,List_of_UK_top_10_singles_in_2015,0,5,7,205,1
Regular,Junior_Bonner,1,9,24,714,12
Regular,North_West_Solitary_Island,2,0,9,149,2
Regular,List_of_highways_numbered_280,22,0,1,8,0
Regular,"G%C5%82uch%C3%B3w,_%C5%9Awi%C4%99tokrzyskie_Voivodeship",2,0,3,51,1
Regular,Armoured_Brigade_(Finland),2,4,11,224,8
Regular,Manuel_Eyre,0,0,9,248,5
Regular,Wild_Romance,1,0,1,5,0
Regular,Joe_Lichaa,0,0,3,32,1
Regular,Alexander_Anderson_(mathematician),1,4,15,308,10
Regular,"Kara%C3%B6ren,_Aksaray",1,0,2,14,1
Regular,Cotera,0,0,1,4,0
Regular,Jim_Marshall_(American_football),1,5,20,539,7
Regular,Michael_Fracasso,2,0,5,99,1
Regular,Eburia_lewisi,0,0,2,12,1
Regular,Patsy_Walker,5,7,80,1964,18
Regular,List_of_Damages_characters,1,4,3,72,0
Regular,Zarik,1,0,3,31,0
Regular,Autonym,1,0,1,4,0
Regular,Tachibana_Station,4,0,2,18,0
Regular,Psachou,0,0,3,44,0
Regular,Let%27s_Encrypt,2,7,52,1233,41
Regular,Bruce_Nash,0,0,5,119,2
Regular,List_of_MeSH_codes_(D02),0,1,3,34,0
Regular,Powerlifting_at_the_2015_Pacific_Games,0,2,5,100,22
Regular,Waldorf_Music_Hall_Records,1,5,22,641,7
Regular,Ezra_Danin,0,0,11,277,7
Regular,Amber_Cascades,1,0,5,66,5
Regular,Wild_Romance,1,0,1,5,0
Regular,Yamagata_Shinkansen,254,6,9,163,3
Regular,Highland_Railway_Drummond_0-6-0_Class,1,6,12,199,0
Regular,Qishqiqucha,1,0,7,145,7
Regular,HMS_Grinder_(1809),4,7,38,772,21
Regular,Petronius_(oil_platform),1,0,10,282,0
Regular,Tachibana_Station,4,0,2,18,0
Regular,Henry_McPetrie,1,0,2,27,2
Regular,Igor_Runov,3,0,5,81,1
Regular,Wander_(video_game),0,0,4,63,2
Regular,"Wandalin,_Lublin_Voivodeship",3,0,2,57,1
Regular,Cooper_Glacier,1,0,3,103,1
Regular,Erick_Sermon_production_discography,0,0,10,81,0
Regular,The_Devil%27s_Miner,1,0,13,366,2
Regular,Kentmere_Reservoir,1,0,14,419,6
Regular,Nevus_sebaceous,2,0,7,133,6
Regular,Suelen_Pinto,1,0,3,30,1
Regular,Monterey_Jack_(disambiguation),1,0,1,12,0
Regular,Yutong,6,6,21,912,6
Regular,Yoo_Eun-sook,2,3,1,21,0
Regular,Jorge_Dom%C3%ADnguez_(footballer),2,0,7,127,1
Regular,Martindale_Corn_Crib,3,0,6,102,2
Regular,BIBP-3226,2,0,5,114,8
Regular,Briana_Corrigan,0,5,21,506,4
Regular,Edward_Goodrich_Acheson_Award,1,4,9,204,4
Regular,Bakuriani_K-115,5,0,4,40,1
Regular,Autonym,1,0,1,4,0
Regular,The_Story_So_Far_(Spunge_album),3,0,5,99,0
Regular,Furia_Musical,2,0,6,88,2
Regular,Psachou,0,0,3,44,0
Regular,Lauren_Liebenberg,0,0,19,444,19
Regular,Manganese-transporting_ATPase,2,0,3,73,0
Regular,"Serri%C3%A8res,_Sa%C3%B4ne-et-Loire",5,0,1,36,0
Regular,Fear_of_God_(American_band),1,0,2,40,0
Regular,AsiaNews,0,0,9,222,6
Regular,Powerlifting_at_the_2015_Pacific_Games,0,2,5,100,22
Regular,Acanthastrea_regularis,0,4,18,295,4
Regular,Karl_Haberstock,4,0,2,30,1
Regular,Alfonso_Castillo_Orta,2,0,29,778,7
Regular,LastPass,2,7,37,880,31
Regular,Gitarijada,3,5,7,125,13
Regular,Thomas_Turner_(metallurgist),1,0,15,291,4
Regular,RFA_Aldersdale_(X34),2,0,3,97,0
Regular,Arbitrary_waveform_generator,3,0,16,508,0
Regular,E231,1,0,1,4,0
Regular,CARTES_(Exhibition_%26_Conference),1,4,11,307,8
Regular,Desmanthodium,0,0,2,14,3
Regular,Powerlifting_at_the_2015_Pacific_Games,0,2,5,100,22
Regular,Music_Nepal,2,0,2,21,3
Regular,Patsy_Walker,5,7,80,1964,18
Regular,BIBP-3226,2,0,5,114,8
Regular,"Perkins_House_(Newton,_North_Carolina)",1,0,6,72,2
Regular,Cue_sports_at_the_2006_Asian_Games_%E2%80%93_Men%27s_eight-ball_singles,1,4,1,31,0
Regular,El_disco_de_oro_de_Flor_Silvestre,0,2,1,28,0
Regular,Hanaharu_Naruko,1,4,9,124,7
Regular,Schneider-Creusot,2,5,4,98,1
Regular,HNRPH1,6,0,10,137,2
Regular,Ernest_Schelling,2,5,26,457,5
Regular,Football_in_Turkmenistan,1,3,15,392,5
Regular,Bjelina,3,4,4,61,1
Regular,Abhinash_Bhattacharya,2,0,6,236,0
Regular,"Oak_Hill,_Ohio",4,7,30,741,11
Regular,Interlok,1,0,21,589,10
Regular,El_disco_de_oro_de_Flor_Silvestre,0,2,1,28,0
Regular,Ontario_Highway_538,2,5,18,371,6
Regular,Tetragonoderus_aegypticus,1,0,3,20,1
Regular,Formal_case,2,0,2,26,0
Regular,Unguka_Bank,1,7,11,182,6
Regular,Real-time_recovery,2,4,20,691,0
Regular,AGO_C.I,4,5,4,86,1
Regular,Daniel_Taub,1,6,38,988,38
Regular,Exosporium,1,0,12,219,2
Regular,Music_Nepal,2,0,2,21,3
Regular,2000_Rugby_League_World_Cup_Final,3,4,26,600,2
Regular,2009_World_Table_Tennis_Championships_%E2%80%93_Women%27s_Singles,1,2,1,26,0
Regular,Alexander_Anderson_(mathematician),1,4,15,308,10
Regular,Horizontes_Experimental_Forest,1,0,1,40,0
Regular,Vinegar_Hill_(novel),2,0,6,97,0
Regular,Pontrhydfendigaid,4,4,9,325,4
Regular,"Bystra,_West_Pomeranian_Voivodeship",3,0,3,69,1
Regular,Ryan_Kane,0,4,6,150,3
Regular,Nicolaus_Cracoviensis,2,0,7,88,0
Regular,Little_Johnny_Sheep-Dung,0,0,33,671,3
Regular,Eastport_Historic_District,3,0,15,308,2
Regular,2000_Rugby_League_World_Cup_Final,3,4,26,600,2
Regular,1978%E2%80%9379_Honduran_Liga_Nacional,1,7,3,158,1
Regular,DeRon_Jenkins,0,2,8,211,0
Regular,Face_of_a_Fighter,2,0,2,31,0
Regular,2014_Winter_Paralympics,19,10,65,2064,38
Regular,Pierre_Ermangaud,2,0,3,66,2
Regular,Anatrachyntis_euryspora,1,0,3,22,1
Regular,Ryan_Kane,0,4,6,150,3
Regular,BASIC,7,6,91,3083,30
Regular,Bodhtree,2,0,6,90,0
Regular,Arbitrary_waveform_generator,3,0,16,508,0
Regular,Alok_Dixit,1,6,76,1607,38
Regular,"G%C5%82uch%C3%B3w,_%C5%9Awi%C4%99tokrzyskie_Voivodeship",2,0,3,51,1
Regular,Generate_LA-NY,1,0,14,257,9
Regular,The_Space_on_the_Wall,1,4,11,298,4
Regular,Eloesser_flap,0,5,21,462,6
Regular,The_Price_of_Silence_(book),1,5,16,482,27
Regular,Franciscus_Accursius,3,0,6,112,0
Regular,Zarik,1,0,3,31,0
Regular,Remington_Schuyler,0,0,15,366,6
Regular,1956_in_Malaya,1,0,1,3,0
Regular,Fishia_dispar,2,0,2,19,0
Regular,Microloan_Foundation,1,7,32,703,7
Regular,Chetaq,2,0,3,37,2
Regular,Lutheran_High_School_East,2,0,2,65,4
Regular,"St._Nicholas%27_Chapel,_Hildesheim",2,4,23,491,7
Regular,Robert_Alexander_Walker,1,0,14,243,3
Regular,The_Story_So_Far_(Spunge_album),3,0,5,99,0
Regular,Paraplatyptilia_albiciliatus,1,0,10,147,2
Regular,The_Serpent_and_the_Rainbow_(film),2,7,51,1518,8
Regular,El_disco_de_oro_de_Flor_Silvestre,0,2,1,28,0
Regular,John_C._Villepigue,4,4,18,468,0
Regular,Coffee_production_in_Puerto_Rico,4,4,23,467,5
Regular,Pierre_Ermangaud,2,0,3,66,2
Regular,List_of_Prime_Ministers_of_Denmark,70,9,5,168,6
Regular,Lutheran_High_School_East,2,0,2,65,4
Regular,Follow_Me_Quietly,1,5,9,218,4
Regular,Tempe_Open,3,0,3,51,0
Regular,Bouyei_language,0,5,29,936,7
Regular,Welch_O-2,0,4,2,17,1
Regular,Kentmere_Reservoir,1,0,14,419,6
Regular,Ryan_Kane,0,4,6,150,3
Regular,Powerlifting_at_the_2015_Pacific_Games,0,2,5,100,22
Regular,Tokyo_2nd_district,0,0,5,114,9
Regular,Wander_(video_game),0,0,4,63,2
Regular,Everhardus_Jacobus_Ari%C3%ABns,0,6,26,542,5
Regular,Himalayan_subtropical_pine_forests,1,6,11,415,2
Regular,Michael_Howlett,3,8,25,757,4
Regular,Chikkalasandra,2,0,3,25,2
Regular,Lille_Stesichorus,1,6,60,2076,32
Regular,"Sawer,_India",2,0,4,75,1
Regular,Let%27s_Encrypt,2,7,52,1233,41
Regular,Center_for_UFO_Studies,4,0,9,286,3
Regular,Fritze_Carstensen,4,0,3,58,1
Regular,The_Equinox,1,6,8,163,0
Regular,Pathein,8,7,29,548,5
Regular,Attaragalla,1,0,2,13,0
Regular,Coop_Kaffe,0,0,9,203,1
Regular,David_Norgrove,0,6,21,525,18
Regular,Joe_Lichaa,0,0,3,32,1
Regular,John_C._Villepigue,4,4,18,468,0
Regular,"Sawer,_India",2,0,4,75,1
Regular,Kapustowo,3,0,3,65,1
Regular,Beaconsfield_High_School,0,8,29,894,3
Regular,The_Space_on_the_Wall,1,4,11,298,4
Regular,Pat_Trethowan,0,0,2,24,1
Regular,XSLT_elements,1,6,4,85,3
Regular,Callippides,1,4,8,229,6
Regular,"Gee,_But_You%27re_Swell",1,0,3,73,0
Regular,Leslie_Cliff,1,0,1,5,0
Regular,Megachile_melanderi,0,0,3,20,1
Regular,Acanthastrea_regularis,0,4,18,295,4
Regular,John_Williams_(British_Army_officer),0,0,11,228,0
Regular,Bridelia_moonii,0,0,2,24,0
Regular,Manuel_Eyre,0,0,9,248,5
Regular,Serran%C3%ADa_de_las_Minas,2,0,6,105,2
Regular,Powerlifting_at_the_2015_Pacific_Games,0,2,5,100,22
Regular,Blepharomastix_carillalis,0,0,4,23,1
Regular,Xorn,2,6,80,2809,40
Regular,Attaragalla,1,0,2,13,0
Regular,Ristocetin-induced_platelet_aggregation,0,0,5,200,3
Regular,Edgar_Bonham-Carter,0,6,16,526,4
Regular,Philip_Gross,0,5,28,680,7
Regular,Mutiu_Adepoju,1,4,7,345,2
Regular,Nitzan_Shirazi,0,5,16,368,5
Regular,Modal_frame,2,0,6,256,6
Regular,Linea_Aeropostal_Venezolana_Flight_253,1,0,1,8,0
Regular,Who%27s_That_Knocking_at_My_Door,2,8,30,781,9
Regular,DeRon_Jenkins,0,2,8,211,0
Regular,Ausgang,2,4,9,196,3
Regular,Epitonic,1,5,22,524,9
Regular,Ausgang,2,4,9,196,3
Regular,1940_Wofford_Terriers_football_team,2,0,1,15,0
Regular,Henry_McPetrie,1,0,2,27,2
Regular,Viral_Bioinformatics_Resource_Center,0,8,15,371,16
Regular,Hileithia_apygalis,1,0,6,90,2
Regular,Felimida,4,0,3,64,2
Regular,Bodhtree,2,0,6,90,0
